major_city,uszip_county,inc_tot,np_cnt,inc_rank,nbr_np_rank,inc_rank_seq,np_cnt_rank_seq,dc_place,Count_Person,Median_Age_Person,dc_all_names,dc_name,dc_usCensusGeoId,dc_latitude,dc_longitude,dc_musicbrainzAreaId,dc_fips553,dc_wikidataId,dc_contained,dc_zip,dc_county,dc_county_name,cnty_sub_o_ind,NAME,cnty_sub_B01001_001E,cnty_sub_state,cnty_sub_county,county subdivision,cnty_sub_name,acs5_name,place_B01001_001E,state,acs5_place_fips,acs5_city,cnty_B01001_001E,state_fips,cnty_fips,county_name,state_name,city_population,city_pop_src
Angelica,Allegany County,503395.0,12,938.0,804.0,938,804,geoId/3602187,1284.0,,['Angelica'],Angelica,,42.3038111,-78.0152912,,36-02187,Q3708462,['geoId/36003'],,geoId/36003,Allegany County,19.0,"Angelica town, Allegany County, New York",1014.0, New York,Allegany County,02187,Angelica,"Angelica village, New York",625.0,36,02176,Angelica,47222.0,36.0,003,Allegany County, New York,1014.0,Census ACS5 County Subdivision
Harrisville,Lewis County,531547.0,12,926.0,804.0,926,805,geoId/3632424,,39.8,['Harrisville'],Harrisville,,44.1522,-75.3197,,36-32424,Q3461555,"['geoId/36', 'geoId/36049', 'zip/13648']",13648,geoId/36049,Lewis County,,,,,,,,,,,,,26690.0,36.0,049,Lewis County, New York,,
Craryville,Columbia County,821417.0,12,845.0,804.0,845,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,61469.0,36.0,021,Columbia County, New York,,
Hartwick,Otsego County,12788571.0,12,432.0,804.0,432,807,geoId/3632578,2110.0,46.3,['Hartwick'],Hartwick,1600000US3632578,42.658609,-75.061109,,,,"['geoId/36', 'geoId/36077', 'zip/13348']",13348,geoId/36077,Otsego County,684.0,"Hartwick town, Otsego County, New York",2276.0, New York,Otsego County,32589,Hartwick,"Hartwick CDP, New York",531.0,36,32578,Hartwick,59678.0,36.0,077,Otsego County, New York,2276.0,Census ACS5 County Subdivision
Sagaponack,Suffolk County,5538006.0,12,517.0,804.0,517,808,geoId/3664452,770.0,63.8,['Sagaponack'],Sagaponack,1600000US3664452,40.930895,-72.268719,,36-64452,Q3460147,"['geoId/36', 'geoId/36103', 'geoId/3668473']",,geoId/36103,Suffolk County,,,,,,,,"Sagaponack village, New York",344.0,36,64452,Sagaponack,1524486.0,36.0,103,Suffolk County, New York,344.0,Census ACS5 Places
Cassadaga,Chautauqua County,448049.0,12,969.0,804.0,969,809,geoId/3612749,573.0,50.3,['Cassadaga'],Cassadaga,1600000US3612749,42.341564,-79.298333333333,,36-12749,Q3452204,"['geoId/36', 'geoId/36013', 'zip/14718']",14718,geoId/36013,Chautauqua County,,,,,,,,"Cassadaga village, New York",518.0,36,12749,Cassadaga,127440.0,36.0,013,Chautauqua County, New York,518.0,Census ACS5 Places
Byron,Genesee County,232835.0,12,1101.0,804.0,1101,810,geoId/3611572,2369.0,,['Byron'],Byron,,43.079722222222,-78.063888888889,b2a2c39c-98d9-450a-8517-32463c4da5e6,36-11572,Q3708690,['geoId/36037'],,geoId/36037,Genesee County,367.0,"Byron town, Genesee County, New York",1951.0, New York,Genesee County,11572,Byron,,,,,,58204.0,36.0,037,Genesee County, New York,1951.0,Census ACS5 County Subdivision
Rushville,Yates County,561762.0,12,919.0,804.0,919,811,,,,,,,,,,,,,,,,,,,,,,,"Rushville village, New York",547.0,36,64199,Rushville,24713.0,36.0,123,Yates County, New York,547.0,Census ACS5 Places
East Schodack,Rensselaer County,2234306.0,12,636.0,804.0,636,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,160943.0,36.0,083,Rensselaer County, New York,,
Cincinnatus,Cortland County,1468864.0,12,722.0,804.0,722,813,geoId/3615748,910.0,,['Cincinnatus'],Cincinnatus,,42.542222222222,-75.895833333333,,36-15748,Q3708229,['geoId/36023'],,geoId/36023,Cortland County,223.0,"Cincinnatus town, Cortland County, New York",1019.0, New York,Cortland County,15748,Cincinnatus,,,,,,46755.0,36.0,023,Cortland County, New York,1019.0,Census ACS5 County Subdivision
Salisbury Mills,Orange County,172518.0,12,1149.0,804.0,1149,814,geoId/3664859,2779.0,40.1,['Salisbury Mills'],Salisbury Mills,1600000US3664859,41.432323,-74.106274,,,,"['geoId/36', 'geoId/36071', 'zip/12577']",12577,geoId/36071,Orange County,,,,,,,,"Salisbury Mills CDP, New York",288.0,36,64859,Salisbury Mills,401237.0,36.0,071,Orange County, New York,288.0,Census ACS5 Places
Bridgeport,Madison County,680849.0,12,888.0,804.0,888,815,geoId/3608147,1389.0,38.0,['Bridgeport'],Bridgeport,1600000US3608147,43.1544,-75.963913,,36-08147,Q3460606,"['geoId/36', 'geoId/36053', 'geoId/36067']",,geoId/36053,Madison County,,,,,,,,"Bridgeport CDP, New York",1551.0,36,08147,Bridgeport,68020.0,36.0,053,Madison County, New York,1551.0,Census ACS5 Places
Niagara University,Niagara County,171135155.0,12,134.0,804.0,134,816,geoId/3651088,,19.5,['Niagara University'],Niagara University,1600000US3651088,43.137212,-79.035127,,,,"['geoId/36', 'geoId/36063']",,geoId/36063,Niagara County,,,,,,,,"Niagara University CDP, New York",1218.0,36,51088,Niagara University,212230.0,36.0,063,Niagara County, New York,1218.0,Census ACS5 Places
Parishville,St. Lawrence County,487481.0,12,950.0,804.0,950,817,geoId/3656363,2153.0,37.7,['Parishville'],Parishville,1600000US3656363,44.629719,-74.792732,,,,"['geoId/36', 'geoId/36089']",,geoId/36089,St. Lawrence County,756.0,"Parishville town, St. Lawrence County, New York",1867.0, New York,St. Lawrence County,56374,Parishville,"Parishville CDP, New York",647.0,36,56363,Parishville,108670.0,36.0,089,St. Lawrence County, New York,1867.0,Census ACS5 County Subdivision
Minoa,Onondaga County,1562217.0,12,707.0,804.0,707,818,geoId/3647757,3657.0,40.8,['Minoa'],Minoa,1600000US3647757,43.074227,-76.0069,,36-47757,Q3473431,"['geoId/36', 'geoId/36067']",,geoId/36067,Onondaga County,,,,,,,,"Minoa village, New York",3652.0,36,47757,Minoa,472637.0,36.0,067,Onondaga County, New York,3652.0,Census ACS5 Places
Canaseraga,Allegany County,183856.0,12,1138.0,804.0,1138,819,geoId/3612177,460.0,49.5,['Canaseraga'],Canaseraga,1600000US3612177,42.461762,-77.7767,,36-12177,Q3452533,"['geoId/36', 'geoId/36003', 'zip/14822']",14822,geoId/36003,Allegany County,,,,,,,,"Canaseraga village, New York",431.0,36,12177,Canaseraga,47222.0,36.0,003,Allegany County, New York,431.0,Census ACS5 Places
Red Creek,Wayne County,655033.0,12,898.0,804.0,898,820,geoId/3660829,495.0,27.6,['Red Creek'],Red Creek,1600000US3660829,43.2478,-76.7228,,36-60829,Q3452662,"['geoId/36', 'geoId/36117', 'zip/13143']",13143,geoId/36117,Wayne County,,,,,,,,"Red Creek village, New York",746.0,36,60829,Red Creek,91324.0,36.0,117,Wayne County, New York,746.0,Census ACS5 Places
West Haverstraw,Rockland County,1911409.0,12,670.0,804.0,670,821,geoId/3680203,10678.0,37.9,['West Haverstraw'],West Haverstraw,1600000US3680203,41.2047,-73.986782,,36-80203,Q3273927,"['geoId/36', 'geoId/36087']",,geoId/36087,Rockland County,,,,,,,,"West Haverstraw village, New York",10649.0,36,80203,West Haverstraw,337326.0,36.0,087,Rockland County, New York,10649.0,Census ACS5 Places
Mc Graw,Cortland County,203540.0,12,1114.0,804.0,1114,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,46755.0,36.0,023,Cortland County, New York,,
Springwater,Livingston County,271627.0,12,1071.0,804.0,1071,823,geoId/3670475,2439.0,,['Springwater'],Springwater,,42.637222222222,-77.595833333333,,36-70475,Q3708541,['geoId/36051'],,geoId/36051,Livingston County,475.0,"Springwater town, Livingston County, New York",2504.0, New York,Livingston County,70475,Springwater,"Springwater CDP, New York",394.0,36,70464,Springwater,61980.0,36.0,051,Livingston County, New York,2504.0,Census ACS5 County Subdivision
Sprakers,Montgomery County,681271.0,12,887.0,804.0,887,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,49624.0,36.0,057,Montgomery County, New York,,
Marietta,Onondaga County,97441.0,12,1235.0,804.0,1235,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,472637.0,36.0,067,Onondaga County, New York,,
Marilla,Erie County,1725597.0,12,687.0,804.0,687,826,wikidataId/Q3710283,5189.0,,"['Marilla, New York']",Marilla,,42.826666666667,-78.537222222222,,,Q3710283,['geoId/36029'],,geoId/36029,Erie County,301.0,"Marilla town, Erie County, New York",5196.0, New York,Erie County,45601,Marilla,,,,,,951232.0,36.0,029,Erie County, New York,5196.0,Census ACS5 County Subdivision
Stephentown,Rensselaer County,138810.0,12,1185.0,804.0,1185,827,geoId/3671102,2791.0,,['Stephentown'],Stephentown,,42.544444444444,-73.416111111111,,36-71102,Q2888146,['geoId/36083'],,geoId/36083,Rensselaer County,724.0,"Stephentown town, Rensselaer County, New York",2801.0, New York,Rensselaer County,71102,Stephentown,,,,,,160943.0,36.0,083,Rensselaer County, New York,2801.0,Census ACS5 County Subdivision
Ferndale,Sullivan County,7868109.0,12,482.0,804.0,482,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,78725.0,36.0,105,Sullivan County, New York,,
Wampsville,Madison County,956210.0,12,810.0,804.0,810,829,geoId/3678113,573.0,51.6,['Wampsville'],Wampsville,1600000US3678113,43.077395,-75.7081,,36-78113,Q965657,"['geoId/36', 'geoId/36053']",,geoId/36053,Madison County,,,,,,,,"Wampsville village, New York",590.0,36,78113,Wampsville,68020.0,36.0,053,Madison County, New York,590.0,Census ACS5 Places
Valley Falls,Rensselaer County,149750.0,12,1173.0,804.0,1173,830,geoId/3676672,510.0,42.3,['Valley Falls'],Valley Falls,1600000US3676672,42.90062,-73.5625,,36-76672,Q1898631,"['geoId/36', 'geoId/36083', 'zip/12185']",12185,geoId/36083,Rensselaer County,,,,,,,,"Valley Falls village, New York",461.0,36,76672,Valley Falls,160943.0,36.0,083,Rensselaer County, New York,461.0,Census ACS5 Places
Ray Brook,Essex County,1652336.0,12,696.0,804.0,696,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,37314.0,36.0,031,Essex County, New York,,
Cragsmoor,Ulster County,97456.0,12,1234.0,804.0,1234,832,geoId/3618762,433.0,29.9,['Cragsmoor'],Cragsmoor,1600000US3618762,41.665484,-74.388055555556,,36-18762,Q3461123,"['geoId/36', 'geoId/36111']",,geoId/36111,Ulster County,,,,,,,,"Cragsmoor CDP, New York",472.0,36,18762,Cragsmoor,182153.0,36.0,111,Ulster County, New York,472.0,Census ACS5 Places
Round Top,Greene County,121481.0,12,1197.0,804.0,1197,833,geoId/3663968,,60.0,['Round Top'],Round Top,1600000US3663968,42.260675,-74.031311,,,,"['geoId/36', 'geoId/36039']",,geoId/36039,Greene County,,,,,,,,"Round Top CDP, New York",663.0,36,63968,Round Top,48067.0,36.0,039,Greene County, New York,663.0,Census ACS5 Places
Madison,Madison County,103122.0,12,1226.0,804.0,1226,834,geoId/3644424,311.0,34.1,"['Madison', 'Madison (village), New York']",Madison,1600000US3644424,42.897741,-75.512291,,36-44424,Q3472565,"['geoId/36', 'geoId/36053', 'zip/13402']",13402,geoId/36053,Madison County,488.0,"Madison town, Madison County, New York",2767.0, New York,Madison County,44435,Madison,"Madison village, New York",382.0,36,44424,Madison,68020.0,36.0,053,Madison County, New York,2767.0,Census ACS5 County Subdivision
Millwood,Westchester County,724716.0,11,870.0,835.0,870,835,geoId/3647482,,42.4,['Millwood'],Millwood,1600000US3647482,41.202753,-73.793047,,,,"['geoId/36', 'geoId/36119']",,geoId/36119,Westchester County,,,,,,,,"Millwood CDP, New York",696.0,36,47482,Millwood,997904.0,36.0,119,Westchester County, New York,696.0,Census ACS5 Places
Crompond,Westchester County,181779.0,11,1141.0,835.0,1141,836,geoId/3619092,2330.0,50.2,['Crompond'],Crompond,1600000US3619092,41.2892,-73.8344,,36-19092,Q3460512,"['geoId/36', 'geoId/36119']",,geoId/36119,Westchester County,,,,,,,,"Crompond CDP, New York",2211.0,36,19092,Crompond,997904.0,36.0,119,Westchester County, New York,2211.0,Census ACS5 Places
Fleischmanns,Delaware County,104877.0,11,1221.0,835.0,1221,837,geoId/3626209,210.0,51.4,['Fleischmanns'],Fleischmanns,1600000US3626209,42.154925,-74.534827,,,,"['geoId/36', 'geoId/36025']",,geoId/36025,Delaware County,,,,,,,,"Fleischmanns village, New York",260.0,36,26209,Fleischmanns,44637.0,36.0,025,Delaware County, New York,260.0,Census ACS5 Places
Milton,Ulster County,972601.0,11,805.0,835.0,805,838,geoId/3647554,1650.0,54.9,['Milton'],Milton,1600000US3647554,41.65622,-73.96,,36-47554,Q772594,"['geoId/36', 'geoId/36111']",,geoId/36111,Ulster County,,,,,,,,,,,,,182153.0,36.0,111,Ulster County, New York,1650.0,Google Data Commons
Laurens,Otsego County,76959.0,11,1265.0,835.0,1265,839,geoId/3641520,185.0,47.5,"['Laurens', 'Laurens (village), New York']",Laurens,1600000US3641520,42.531319,-75.0833,,36-41520,Q3461791,"['geoId/36', 'geoId/36077', 'zip/13796']",13796,geoId/36077,Otsego County,685.0,"Laurens town, Otsego County, New York",2173.0, New York,Otsego County,41531,Laurens,"Laurens village, New York",186.0,36,41520,Laurens,59678.0,36.0,077,Otsego County, New York,2173.0,Census ACS5 County Subdivision
South Wales,Erie County,14667993.0,11,418.0,835.0,418,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,951232.0,36.0,029,Erie County, New York,,
Hillburn,Rockland County,0.0,11,1359.0,835.0,1438,841,geoId/3634660,930.0,33.3,['Hillburn'],Hillburn,1600000US3634660,41.1247,-74.1658,,36-34660,Q3452966,"['geoId/36', 'geoId/36087', 'zip/10931']",10931,geoId/36087,Rockland County,,,,,,,,"Hillburn village, New York",1131.0,36,34660,Hillburn,337326.0,36.0,087,Rockland County, New York,1131.0,Census ACS5 Places
Ashville,Chautauqua County,283749.0,11,1061.0,835.0,1061,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,127440.0,36.0,013,Chautauqua County, New York,,
Old Chatham,Columbia County,3821939.0,11,568.0,835.0,568,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,61469.0,36.0,021,Columbia County, New York,,
Cochecton,Sullivan County,685890.0,11,884.0,835.0,884,844,geoId/3616661,1448.0,,['Cochecton'],Cochecton,,41.705833333333,-75.060555555556,,36-16661,Q3708502,['geoId/36105'],,geoId/36105,Sullivan County,875.0,"Cochecton town, Sullivan County, New York",1341.0, New York,Sullivan County,16661,Cochecton,,,,,,78725.0,36.0,105,Sullivan County, New York,1341.0,Census ACS5 County Subdivision
Eldred,Sullivan County,273452.0,11,1070.0,835.0,1070,845,geoId/3623811,,58.5,['Eldred'],Eldred,1600000US3623811,41.526802,-74.878829,,,,"['geoId/36', 'geoId/36105']",,geoId/36105,Sullivan County,,,,,,,,"Eldred CDP, New York",191.0,36,23811,Eldred,78725.0,36.0,105,Sullivan County, New York,191.0,Census ACS5 Places
Au Sable Forks,Clinton County,683703.0,11,885.0,835.0,885,846,geoId/3603254,509.0,50.0,['Au Sable Forks'],Au Sable Forks,1600000US3603254,44.4442,-73.670888,,36-03254,Q758383,"['geoId/36', 'geoId/36019', 'geoId/36031', 'zip/12912']",12912,geoId/36019,Clinton County,,,,,,,,"Au Sable Forks CDP, New York",590.0,36,03254,Au Sable Forks,79839.0,36.0,019,Clinton County, New York,590.0,Census ACS5 Places
Harpursville,Broome County,267125.0,11,1074.0,835.0,1074,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,198365.0,36.0,007,Broome County, New York,,
Phoenicia,Ulster County,1042989.0,11,794.0,835.0,794,848,geoId/3657650,268.0,60.7,['Phoenicia'],Phoenicia,1600000US3657650,42.083154,-74.314328,,,,"['geoId/36', 'geoId/36111', 'zip/12464']",12464,geoId/36111,Ulster County,,,,,,,,"Phoenicia CDP, New York",266.0,36,57650,Phoenicia,182153.0,36.0,111,Ulster County, New York,266.0,Census ACS5 Places
Branchport,Yates County,1049912.0,11,792.0,835.0,792,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,24713.0,36.0,123,Yates County, New York,,
Freehold,Greene County,512819.0,11,934.0,835.0,934,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,48067.0,36.0,039,Greene County, New York,,
Holmes,Dutchess County,8051.0,11,1338.0,835.0,1338,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,296467.0,36.0,027,Dutchess County, New York,,
Aquebogue,Suffolk County,346652.0,11,1023.0,835.0,1023,852,geoId/3602374,2547.0,49.0,['Aquebogue'],Aquebogue,1600000US3602374,40.935555555556,-72.615397,,36-02374,Q3462057,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Aquebogue CDP, New York",1937.0,36,02374,Aquebogue,1524486.0,36.0,103,Suffolk County, New York,1937.0,Census ACS5 Places
Gerry,Chautauqua County,56696282.0,11,258.0,835.0,258,853,geoId/3628838,1789.0,,['Gerry'],Gerry,,42.193333333333,-79.248611111111,,36-28838,Q3708358,['geoId/36013'],,geoId/36013,Chautauqua County,139.0,"Gerry town, Chautauqua County, New York",1445.0, New York,Chautauqua County,28838,Gerry,,,,,,127440.0,36.0,013,Chautauqua County, New York,1445.0,Census ACS5 County Subdivision
Harris,Sullivan County,258099783.0,11,104.0,835.0,104,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,78725.0,36.0,105,Sullivan County, New York,,
Constantia,Oswego County,238529.0,11,1095.0,835.0,1095,855,wikidataId/Q3710249,4973.0,,"['Constantia (town), New York']",Constantia,,43.2478,-76,,,Q3710249,['geoId/36075'],,geoId/36075,Oswego County,657.0,"Constantia town, Oswego County, New York",4799.0, New York,Oswego County,17904,Constantia,"Constantia CDP, New York",1577.0,36,17893,Constantia,118037.0,36.0,075,Oswego County, New York,4799.0,Census ACS5 County Subdivision
Cropseyville,Rensselaer County,351173.0,11,1020.0,835.0,1020,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,160943.0,36.0,083,Rensselaer County, New York,,
Nichols,Tioga County,2821207.0,11,612.0,835.0,612,857,geoId/3651110,457.0,48.6,['Nichols'],Nichols,1600000US3651110,42.02,-76.3686,,36-51110,Q2452723,"['geoId/36', 'geoId/36107', 'zip/13812']",13812,geoId/36107,Tioga County,892.0,"Nichols town, Tioga County, New York",2604.0, New York,Tioga County,51121,Nichols,"Nichols village, New York",661.0,36,51110,Nichols,48344.0,36.0,107,Tioga County, New York,2604.0,Census ACS5 County Subdivision
Waccabuc,Westchester County,10519847.0,11,452.0,835.0,452,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,997904.0,36.0,119,Westchester County, New York,,
Sodus Point,Wayne County,843083.0,11,840.0,835.0,840,859,geoId/3668242,822.0,59.3,['Sodus Point'],Sodus Point,1600000US3668242,43.2645,-76.9875,,36-68242,Q3458111,"['geoId/36', 'geoId/36117', 'zip/14555']",14555,geoId/36117,Wayne County,,,,,,,,"Sodus Point village, New York",1096.0,36,68242,Sodus Point,91324.0,36.0,117,Wayne County, New York,1096.0,Census ACS5 Places
Redwood,Jefferson County,908165.0,11,822.0,835.0,822,860,geoId/3661016,493.0,41.5,['Redwood'],Redwood,1600000US3661016,44.298188,-75.8006,,36-61016,Q3459976,"['geoId/36', 'geoId/36045', 'zip/13679']",13679,geoId/36045,Jefferson County,,,,,,,,"Redwood CDP, New York",304.0,36,61016,Redwood,117445.0,36.0,045,Jefferson County, New York,304.0,Census ACS5 Places
Munnsville,Madison County,417121.0,11,988.0,835.0,988,861,geoId/3649220,454.0,34.3,['Munnsville'],Munnsville,1600000US3649220,42.976549,-75.586521,,36-49220,Q3452802,"['geoId/36', 'geoId/36053', 'zip/13409']",13409,geoId/36053,Madison County,,,,,,,,"Munnsville village, New York",402.0,36,49220,Munnsville,68020.0,36.0,053,Madison County, New York,402.0,Census ACS5 Places
Blossvale,Oneida County,31108.0,11,1320.0,835.0,1320,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,231055.0,36.0,065,Oneida County, New York,,
Feura Bush,Albany County,0.0,11,1359.0,835.0,1361,863,,,,,,,,,,,,,,,,,,,,,,,,,,,,315041.0,36.0,001,Albany County, New York,,
Mumford,Monroe County,8243047.0,11,476.0,835.0,476,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,756406.0,36.0,055,Monroe County, New York,,
Romulus,Seneca County,158098.0,11,1161.0,835.0,1161,865,geoId/3663440,3203.0,,['Romulus'],Romulus,,42.752222222222,-76.833611111111,,36-63440,Q3708593,['geoId/36099'],,geoId/36099,Seneca County,822.0,"Romulus town, Seneca County, New York",3131.0, New York,Seneca County,63440,Romulus,"Romulus CDP, New York",383.0,36,63429,Romulus,33651.0,36.0,099,Seneca County, New York,3131.0,Census ACS5 County Subdivision
Glenwood Landing,Nassau County,2244409.0,11,633.0,835.0,633,866,geoId/3629421,3948.0,47.4,['Glenwood Landing'],Glenwood Landing,1600000US3629421,40.8283,-73.6347,,36-29421,Q3452172,"['geoId/36', 'geoId/36059']",,geoId/36059,Nassau County,,,,,,,,"Glenwood Landing CDP, New York",3694.0,36,29421,Glenwood Landing,1389160.0,36.0,059,Nassau County, New York,3694.0,Census ACS5 Places
Barryville,Sullivan County,4060777.0,11,556.0,835.0,556,867,geoId/3604616,,45.2,['Barryville'],Barryville,1600000US3604616,41.481262,-74.916801,,,,"['geoId/36', 'geoId/36105']",,geoId/36105,Sullivan County,,,,,,,,"Barryville CDP, New York",314.0,36,04616,Barryville,78725.0,36.0,105,Sullivan County, New York,314.0,Census ACS5 Places
Goldens Bridge,Westchester County,456215.0,11,965.0,835.0,965,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,997904.0,36.0,119,Westchester County, New York,,
Shortsville,Ontario County,412078.0,11,990.0,835.0,990,869,geoId/3667257,1400.0,45.5,['Shortsville'],Shortsville,1600000US3667257,42.955,-77.222632,,36-67257,Q3453100,"['geoId/36', 'geoId/36069', 'zip/14548']",14548,geoId/36069,Ontario County,,,,,,,,"Shortsville village, New York",1745.0,36,67257,Shortsville,112288.0,36.0,069,Ontario County, New York,1745.0,Census ACS5 Places
Fillmore,Allegany County,315131.0,11,1042.0,835.0,1042,870,geoId/3625747,596.0,42.4,['Fillmore'],Fillmore,1600000US3625747,42.465898,-78.110503,,36-25747,Q3472460,"['geoId/36', 'geoId/36003', 'zip/14735']",14735,geoId/36003,Allegany County,,,,,,,,"Fillmore CDP, New York",652.0,36,25747,Fillmore,47222.0,36.0,003,Allegany County, New York,652.0,Census ACS5 Places
